Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2015,YEAR,,STATE,GEORGIA,13,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,235,000",
SURVEY,2015,YEAR,,STATE,GEORGIA,13,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,155,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,220,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"89,370,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77.4,
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"520,000",
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"540,000",
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"33,800,000",
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,65,
SURVEY,2015,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"260,000",
SURVEY,2015,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"290,000",
SURVEY,2015,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,680,000",
SURVEY,2015,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,68,
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"15,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"20,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"780,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52,
SURVEY,2015,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"8,700,000",
SURVEY,2015,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"9,200,000",
SURVEY,2015,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"321,900,000",
SURVEY,2015,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37,
SURVEY,2015,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"440,000",
SURVEY,2015,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"560,000",
SURVEY,2015,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"32,120,000",
SURVEY,2015,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,73,
SURVEY,2015,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"92,000",
SURVEY,2015,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"110,000",
SURVEY,2015,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,588,000",
SURVEY,2015,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39,
SURVEY,2015,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"270,000",
SURVEY,2015,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"355,000",
SURVEY,2015,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,280,000",
SURVEY,2015,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64,
SURVEY,2015,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"475,000",
SURVEY,2015,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"510,000",
SURVEY,2015,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"38,475,000",
SURVEY,2015,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,81,
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,473,000",
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,532,000",
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"88,294,000",
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,59.9,
SURVEY,2015,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"120,000",
SURVEY,2015,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"150,000",
SURVEY,2015,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,760,000",
SURVEY,2015,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48,
SURVEY,2015,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"610,000",
SURVEY,2015,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"760,000",
SURVEY,2015,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"32,330,000",
SURVEY,2015,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53,
SURVEY,2015,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,365,000",
SURVEY,2015,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,620,000",
SURVEY,2015,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"188,515,000",
SURVEY,2015,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.1,
SURVEY,2015,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,210,000",
SURVEY,2015,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,490,000",
SURVEY,2015,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"45,980,000",
SURVEY,2015,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38,
SURVEY,2015,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2015,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2015,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"650,000",
SURVEY,2015,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,81.3,
SURVEY,2015,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"20,000",
SURVEY,2015,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"27,000",
SURVEY,2015,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,000,000",
SURVEY,2015,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50,
SURVEY,2015,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"190,000",
SURVEY,2015,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"385,000",
SURVEY,2015,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,750,000",
SURVEY,2015,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"110,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"120,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,930,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63,
SURVEY,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"570,000",
SURVEY,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"650,000",
SURVEY,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,210,000",
SURVEY,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53,
SURVEY,2015,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,915,000",
SURVEY,2015,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"7,990,000",
SURVEY,2015,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"370,023,000",
SURVEY,2015,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.7,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"480,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"520,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"32,160,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,67,
SURVEY,2015,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"3,800,000",
SURVEY,2015,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,300,000",
SURVEY,2015,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"98,800,000",
SURVEY,2015,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26,
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"828,000",
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"835,000",
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"39,195,000",
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.3,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"175,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"195,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,375,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,65,
SURVEY,2015,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"160,000",
SURVEY,2015,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"170,000",
SURVEY,2015,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,360,000",
SURVEY,2015,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46,
SURVEY,2015,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,236,000",
SURVEY,2015,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,756,000",
SURVEY,2015,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"103,406,000",
SURVEY,2015,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.2,
SURVEY,2015,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"395,000",
SURVEY,2015,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"455,000",
SURVEY,2015,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"26,860,000",
SURVEY,2015,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,68,
SURVEY,2015,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"3,550,000",
SURVEY,2015,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"6,100,000",
SURVEY,2015,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"106,500,000",
SURVEY,2015,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30,
SURVEY,2015,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"128,000",
SURVEY,2015,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"135,000",
SURVEY,2015,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,207,000",
SURVEY,2015,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48.5,
SURVEY,2015,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"210,000",
SURVEY,2015,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"260,000",
SURVEY,2015,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,860,000",
SURVEY,2015,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,66,
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,225,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,290,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"111,900,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50.3,
